userName,score,at,content
Pengguna Google,5,2018-01-15 13:49:13,Wow mantap setelah saya memakainya temen saya ikut ikukan:-)  ;-) temukan my akun @Marisa_sabrina_sire😉    Tapi enakan yg belum diperbarui aplikasi nya......diperbaiki nya  Bikin yg hemat paket👌 I like musically❤
Pengguna Google,5,2018-01-15 08:43:43,"Wah bagus banget.jadinya alu bisa mewujudkan mimpi aku jdi ""TOKOH PUBLIK""doa kanyah.... follow ig;@zalsyabilaa Musical.ly;@zalsyasalsabila New Musical.ly;@zalsyabilaa Tiktok;zalsyabil Tiktok🆔;chaca243"
Pengguna Google,3,2018-01-13 04:00:17,Gk ada paketan
Pengguna Google,5,2018-01-06 03:38:54,Ini sangat keren banget Walaupun pake paket internet tapi enak
Pengguna Google,2,2017-12-31 12:35:13,Bagus tapi paket kesedot gede 😯 Di kecilin lagi dong😭😭😭
Pengguna Google,1,2017-12-31 10:34:54,Kenapa tidak bisa padahal udah ngabisin paketan aq
Pengguna Google,5,2017-12-30 09:37:18,bagus loh kalau gak mau pakai paket atau kuota harus di simpan privat
Pengguna Google,5,2017-12-26 02:30:16,aku suka tapi ngabisin paketan
Pengguna Google,4,2017-12-25 03:33:26,Bagus tapi cepat habisin paket
Pengguna Google,5,2017-12-18 08:43:39,Bagus sih bagus tapi kalau gak ada paket gimana
Pengguna Google,5,2017-12-07 13:36:17,Mlehoy barang
Pengguna Google,5,2017-12-06 06:05:49,Ini musicaly nya bagus deh aku itu paket 6 tahun
Pengguna Google,1,2017-12-05 12:35:36,Pakai paket
Pengguna Google,3,2017-12-02 09:15:10,SUSAH SUSAH DOWNLOAD MALAH NGABIS NGABISIN PAKETAN  SEBEL
Pengguna Google,1,2017-12-02 07:02:15,"Benci banget gue, kenapa sih kalo baru masuk ke apl musical.ly itu susah banget. Padahal nama pengguna dan kata sandi nya udah benar. Tapi masih tetep aja gk bisa. Buang buang paketan deh. Tolong di perbaiki doooong apl nya. Pliiisss"
Pengguna Google,5,2017-11-29 23:28:46,"Baguss bangeet aku suka , G sia"" aku pake paketan ku buat download musical.ly. AYO CEPET DOWNLOAD KALIAN G BAKAL RUGI,JADI LAH ANK MUSER"
Pengguna Google,5,2017-11-29 13:08:10,Jangan pake paketan yaa
Pengguna Google,4,2017-11-23 08:02:35,Jngn pake paket se
Pengguna Google,5,2017-11-21 10:55:28,Banyak makan paket sama ram nya jadi penuh
Pengguna Google,5,2017-11-20 10:43:12,Saya suka sekali dengan ini sampai2 paketan habis
Pengguna Google,3,2017-11-19 12:56:37,Saya sebenarnya suka app ini tpi barang kali saya nyeael maka saya kasih reting3
Pengguna Google,1,2017-11-19 00:39:22,Asu dadak ngo kata sandi barang marai mumet
Pengguna Google,2,2017-11-12 12:15:26,Lama2 aja gue instal trnyata gak bisa di buka buang2 paket aja😣😣😣
Pengguna Google,5,2017-11-12 05:56:09,Bagus banget tapi banyak habisin paket data tapi top bingit's
Pengguna Google,4,2017-11-11 10:12:54,yoi menurut saya sih musically itu sangat menarik sekali sangat ajaib tapi saya kasih bintang empat aja dulu ya karena saya masih ragu karena banyak bikin paket terkuras thanks 😊😊
Pengguna Google,3,2017-11-07 13:20:51,paketanya jangan gede gede dong
Pengguna Google,1,2017-11-06 09:10:42,habisin paket data
Pengguna Google,1,2017-11-05 01:22:29,Lama bikin paket ku habissss
Pengguna Google,2,2017-11-04 04:10:48,Dasar bikin habis paket data
Pengguna Google,1,2017-11-03 12:36:58,Aplikasi gila udah tulis yg bnr masih slh nyeselin ngabisin paket Gilak gua benci bingit
Pengguna Google,1,2017-11-01 08:46:24,Lama downloat nya paket ku jadi tinggal 4mb payah
Pengguna Google,4,2017-10-31 09:14:28,Kok daftarnya paket data fesbuk
Pengguna Google,5,2017-10-26 15:28:45,So cuma sih agak rusuh nya kalau paket habiss sih tapi tetap 5 bintang
Pengguna Google,5,2017-10-23 13:22:15,Pakaian paket ya soal saya baru
Pengguna Google,2,2017-10-21 22:07:19,Nyesel aku downlod loadingnya lama buang buang paket kuota aja 😠😠😠😠😠😠😠😠😠
Pengguna Google,5,2017-10-20 14:25:54,tapi punya ku download nya lama ya paketanku masih banyak
Pengguna Google,1,2017-10-16 15:02:00,Musically sekarang jadi jelek banget.. liat musically yang lain aja mulut ama gerakan pada ga sama..  padahal signal 4G paketan masih banyak pula.. tolong dong diperbaiki. Banyak yg komplen juga makin kesini makin BAD. Diperbahatui tuh harus lebih bagus lagi jangan malah tambah biruk. Terimaksih. Kalo udah bagus gua kasih bintang 5
Pengguna Google,5,2017-10-15 09:01:59,"Pake paketan,sihh main nya tapi sihh gpp y 😍😍😍😘😘😘"
Pengguna Google,3,2017-10-09 14:01:48,Kenapa sic aku buka lemot banget padahal baru isi paketannya
Pengguna Google,2,2017-10-07 16:20:15,Butuh berapa gb paketan padahal sdh aku gabungin sama wifi pokoknyya sekarang jelek suka ngebandingin iphone sama android
Pengguna Google,5,2017-10-02 11:31:56,Pokonya the best lah tapi kalo pake paket kuata cepet habis
Pengguna Google,5,2017-10-02 10:55:13,Bagus bangat ak aj sampai tahan habisin paket pakek musical ly ini pokok nya keren deh Yg bilangini jelek berarti dia gak tau cara Pakeknya
Pengguna Google,5,2017-10-01 06:38:26,Sayangnya paketan habis kalo main musically
Pengguna Google,1,2017-09-30 02:56:45,Ko enga bisa masuk udah di kasi kata sandi tetap enga bisa masuk eabisin paket aja yang donglot pasti nesel 😡😡😡
Pengguna Google,1,2017-09-23 14:53:33,Aplikasinya kurang bagus kalo aku buat yang cepat malah jadi normal aku kadang nyesel buat misic.ly kadang bagus terkadang enggak kenapa yah aku padahal baru beli paket
Pengguna Google,2,2017-09-23 07:01:18,lemot klo di instal padahal paket masih  banyak 4G sinyal bagus..... tolong benerin ini
Pengguna Google,1,2017-09-19 09:16:11,Aplikasi NYA BURUK ANDRO GA PAS MULU APLIKASI APAAN KAYAK GINI NGABISIN PAKETAN DOANK
Pengguna Google,5,2017-09-18 01:44:44,Suka banget tapi pas mau susun cerita lama banget padahal paketanku masih bagus2 aja terus pas aku pake laguku sendiri nggak keliatan fotoku warnanya hitam
Pengguna Google,1,2017-09-17 09:45:27,Habis no paketan
Pengguna Google,5,2017-09-10 03:34:04,Ini bgs bgt cuma.... pakai paketan klau mau main nin nya tapi bagusssssss bgttttttt so kalau ada yg bilang jelek mungkin hp nya yg stts
Pengguna Google,1,2017-09-06 12:56:18,"Oala yoyo wes kadong download suwe² dyadakno gk isok , ora ontong mala paketan entek. (Aduuuuuh!!!!!)"
Pengguna Google,1,2017-09-03 11:33:35,Mainin harul pakei paket walaupun enak
Pengguna Google,5,2017-09-03 01:57:05,Habissin paket  gk ni
Pengguna Google,5,2017-08-31 07:07:26,"Aku sangat suka dengan apl ini,sangat menarik minat ku😍😍.tapi terlalu banyak menguras paket"
Pengguna Google,5,2017-08-31 06:27:17,Keren sih tapi harus pakai paket coba bikinya ngga usah pakai paket😳😳
Pengguna Google,5,2017-08-26 07:32:24,Bagus yah aku music.ly nya lancar kalau lagunya bukan aneh itu buat ambil barang barang gitu buat kemusic.ly
Pengguna Google,3,2017-08-23 07:52:52,"Lumayan lah tapi nggak bisa di download,karena nggak ada paket internetnya cuma bisa buka aja"
Pengguna Google,3,2017-08-19 09:01:05,Bagus sih tapi.......Kenapa harus pake paket sih....
Pengguna Google,3,2017-08-16 06:41:34,Tapi sayang nya paketan ke sedot terus 😓😓😓😓
Pengguna Google,5,2017-08-15 05:25:24,Make paketan gx sihkk
Pengguna Google,1,2017-08-08 12:27:51,Musicaly ini terlalu banyak menyerap paketan atau kuota.. Padahal fungsi nya ya buat gitu aja
Pengguna Google,5,2017-08-08 12:11:25,Ini pakai paketan gak sihhhh
Pengguna Google,1,2017-08-07 06:57:22,Saya benci banget sama aplikasi ini mass saya baru main in masa paketan saya langsung abis...
Pengguna Google,5,2017-08-07 06:28:25,Aku suka skali barang  aku  dimarah  kalau  downlot  gem  soalnya   kalau  gem  dia  terkancing   nanti  hp  rusa  mendingan  downlot  ini  aja  bagus  kok  coba  kalian   downlot  pastikan  kalian  gembira
Pengguna Google,5,2017-08-06 04:49:14,Keren loh yg gk tau klo main musically harus pke wifi jadi gk boros paket sekarang naik mahal
Pengguna Google,3,2017-08-02 02:40:13,Coba dulu barangkali bagus sih
Pengguna Google,3,2017-07-23 03:54:27,buang banyak paketan
Pengguna Google,4,2017-07-18 10:26:32,"Yaa bagus sih...  Tpi loading nya lama banget...  Pikir aku paket aku habis...  Pas udh diisi, sama aja lamaa bangeet loading nya...  Tolong diperbaiki lagii"
Pengguna Google,5,2017-07-15 10:45:06,Bagusih tp paketanya jangan terlalu bnyk. Y
Pengguna Google,5,2017-07-11 14:11:51,Kye tau musically nya nih pas gw download gak bisa masuk paket FB pake nomor ribet😈👿😈👿
Pengguna Google,3,2017-07-10 06:33:06,Y lumayan bagus tpi pakai paketan jadi y g seru
Pengguna Google,5,2017-07-09 08:24:03,Aku suka banget sama aplikasi ini walau lgi gk ada paketan ini masih bisa di manin
Pengguna Google,3,2017-07-07 06:55:15,Seharusnya tidak memakai paket internet
Pengguna Google,1,2017-07-05 00:46:46,Saya udah donlot tapi ga bisa . Malah buang buang paketan
Pengguna Google,3,2017-07-03 04:52:24,Ini app lumayan tapi coba jangan pake paket atau pulsa dong jadi kitanya harus beli coba usahain dong kalo engga hapis ini aplikasi ini
Pengguna Google,5,2017-06-30 02:44:19,Ugh kdsdjhxdfxashhj kak pak karo pc kek pak Kathmandu paket palsu pundak ismail pernah kan
Pengguna Google,5,2017-06-30 00:53:54,Aplikasi ini bagus!tapi knp orng² semua yg mempunyai hp android kan punya paketan kan! Ya udah kalo punya download jangan sampai gak download nanti menyesal!..... oa oa
Pengguna Google,5,2017-06-29 13:12:02,Apakah ini pake paketan
Pengguna Google,3,2017-06-24 05:51:00,Kadang aku beli 10 gb paket aku langsung habis 4 gb padahal bikin Musically nya baru 4
Pengguna Google,1,2017-06-24 04:10:11,Jelek banget yang donlod pasti nyesel ngabisin paket aja ama penyimpanan👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
Pengguna Google,3,2017-06-23 07:15:26,"Itu mussically nya gmn sih aneh waktu saya bikin ""Tanpa paketan "" bisa tapi pas "" pake paketan"" malah gk bisa ini tolong di benerin susah saya merecord nya ribet tau klo udah seperti itu ￣ˍ￣"
Pengguna Google,5,2017-06-22 19:36:59,Tapi paketan ya ga papa
Pengguna Google,2,2017-06-21 23:31:31,"Musical. Ly yg dulu kayaknya lebih Bagus, karna musical. Ly yg dulu itu kalau kita nggak ada paket bisa buat, tapi sekarang tidak!!!!"
Pengguna Google,5,2017-06-20 22:53:35,Kereen buanget... Tapi ngabisin paketan😦😲😬😬😕😡
Pengguna Google,3,2017-06-20 14:40:57,Lumayan bagus kalo aku mau bikin video harus pake paket banyak
Pengguna Google,1,2017-06-18 20:55:15,"Kenapa tidak bisa di pasang ??? Bikin buang paket banyak aja, udah 80mb lebih, di pake, anjing lah."
Pengguna Google,5,2017-06-18 10:45:23,Cccodjjsjajaka dari velin ati
Pengguna Google,5,2017-06-14 05:32:27,Ga bisa ini rugi dong paket ku
Pengguna Google,5,2017-06-12 08:09:21,"Ini gimana sih aku kan baru ajah ni download kok ngulang lagi sih,tolong yah perbaiki,saya gak ya jadi gini buang,buang paket gua ajah,ini udah ketiga kali nya aku ngulangun"
Pengguna Google,1,2017-06-10 06:57:19,Ngabisi paket
Pengguna Google,5,2017-06-09 03:24:35,Enak banget bisa donlt ini tapi tolong perbaiki lagih jangan pake paketan ya
Pengguna Google,5,2017-06-08 10:25:50,Saya suka musicl.ly jadi sampai saya habis paket
Pengguna Google,4,2017-06-06 13:22:38,"Bagus, saya suka, tapi Cepet banget nguras paket data #curcol"
Pengguna Google,5,2017-06-04 09:03:42,Kenapa sih kalo aku download mesti gak bisa padahal aku punya paketan tapi HP nya muncul tulisan penyimpanan hampir habis padahal aku seneng banget sampek Game ku udah aku copot pemasangannya
Pengguna Google,5,2017-06-03 06:09:08,Jangan pakai paket data
Pengguna Google,5,2017-06-02 06:45:12,Bagus tapi lebih bagus kali buat mc paket HP Iphone
Pengguna Google,5,2017-05-29 01:08:19,"Bagus banget sy suka tp tolong dong jngn terlalu bnyk nyedot kuota,jdny paket sy cpt abis...tolong di perbaiki yh"
Pengguna Google,5,2017-05-21 08:21:40,Bagus tapi kalo suka banget gk ada paket kan gak bisa
Pengguna Google,5,2017-05-21 04:06:11,Ngk boleh sembarangan hp
Pengguna Google,1,2017-05-16 03:39:25,Saya udah download tapi aplikasinya gk ada !! Sayang dong paket saya! Tolong jawab ya mbak
Pengguna Google,5,2017-05-13 14:36:47,ini pakai paketan apa gx
Pengguna Google,1,2017-05-13 08:05:51,k buliki paketku
Pengguna Google,2,2017-05-11 02:07:27,Kalo musically pake paketan kali buat vidionya
Pengguna Google,3,2017-05-09 12:40:51,Klo bisa gk pakai paketan ya...
Pengguna Google,5,2017-05-02 13:08:34,Seru banget saya  sampe ngga ada  habis sampe paketan saya habis
Pengguna Google,5,2017-04-22 13:40:19,Ini aplikasinya saaaaaaangat bagus makin di perbarui makin bagus ndak macam instagram makin di perbaru makin lemot dan boros kuota/paket
Pengguna Google,2,2017-04-20 12:08:32,Nyedot paketan nya banyak
Pengguna Google,5,2017-04-19 13:00:35,Bagus tetapi sebaiknya masuk tidak pake paket dan akan lebih seru lagi
Pengguna Google,1,2017-04-15 09:44:15,kenapa kok macet2 kan jadi di ulangi lg terus abis nanti paket nya
Pengguna Google,5,2017-03-28 06:59:54,Bagus banget  Tapi ngehabisin paketan😭
Pengguna Google,3,2017-03-26 04:06:23,Bagus si tapi abis sin paketan
Pengguna Google,5,2017-03-25 04:38:05,Kok aku coba dua hari atau tiga hari sudah abis paketanku
Pengguna Google,5,2017-03-24 04:48:50,"Sebenernya aplikasi ini bagus, banget malah Tapi kalian mendesak agar aplikasi ini sempurna. Hei!! Jangan seperti itu, kalo udah dikasih gratis ya berayukur! Bukan membanding bandingkan android dg iphone. Mereka itu berbeda karena sistem dan programnya beda. Jadi ya, maklum, kan iphone belinya mahal dari andro. Kalo mau yang kaya di iphone, beli aja iphone ga usah make andro. Setiap barang ciptaan manusia itu punya kekurangan lho, kalo barang ciptaan Tuhan baru sempurna"
Pengguna Google,4,2017-03-19 02:30:19,Kadang nusicall.ly nya menyebalkan masak disimpan gak bs ditengok kalau gak ada paket biasanya bisa tp tolong dong di cantikan lg
Pengguna Google,2,2017-03-05 07:22:54,Tpi ko ak udh masukain email sma kata sandi tetep g bsa sih ak padaahlah msih pnya paket
Pengguna Google,3,2017-03-05 00:35:54,Kalau engga puyan paket engga bisa kebuka tapi kalau dulu bisa engga jelas ah
Pengguna Google,3,2017-03-03 22:06:34,Cpe downlod habis paket 😠
Pengguna Google,5,2017-02-26 04:44:26,"Jjam.hanyalah sdn,balikke hand body t advice yang voucher belanja disc, no t ivx"
Pengguna Google,4,2017-02-25 16:58:31,di mana code musically
Pengguna Google,3,2017-02-20 07:31:54,Bagus banget musical.ly nya seru pokoknya.tapi harus pakek paketan
Pengguna Google,5,2017-02-19 00:38:36,Seru sih make nyaa but bikin cepet abis paket
Pengguna Google,2,2017-02-13 07:43:55,"Kalau buka musically harus pake paket data,klo ngga pake ga bisa dibuka,gmana solusinya?ada yang bisa bantu?"
Pengguna Google,5,2017-02-10 06:31:30,Bagus kok tapi kenapah harus pake ... paket ... tapi baguss
Pengguna Google,5,2017-02-05 04:42:18,Aku suka banget tapi loadingnya lama padahal aku baru beli paketan 12 giga
Pengguna Google,4,2017-02-04 00:34:13,Suka bangt sama apk ini. Tapinsayangnya nyorot paketan banyk😢😢
Pengguna Google,5,2017-01-29 16:11:02,"Bagus, lbih bgus lg gak ush pke paketan! And gratis walaupun gk ada paketan😂😂"
Pengguna Google,3,2017-01-28 12:10:38,KO SAYA DONLOAD INI LAMA BANGAET Y PADAHAL SY UDAH ISI PAKET
Pengguna Google,5,2017-01-11 12:05:19,"Sya sgt ska dengan musical.ly ini tpi sya mohon deh cepatin mendownload nya,soal nya nnti paket sya hbs..😢😢😢"
